,caseid,caseno,claimant,isapproved,respondent,status,isapproved,dateregistered,isapproved,country_clean,country_iso3,extraction_method,registration_year,registration_month,registration_day,miningcase
744,949,ARB/12/23,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-21 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,21,No
745,951,ARB/12/22,Venoklim Holding B.V.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-15 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,15,No
746,953,ARB/12/21,"Fábrica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-10 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,10,No
747,955,ARB/12/20,Blue Bank International & Trust (Barbados) Ltd.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-07 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,7,No
748,957,ARB/12/19,Ternium S.A. and Consorcio Siderurgia Amazonia S.L.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-01 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,1,No
749,958,ARB(AF)/12/5,Rusoro Mining Ltd.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-01 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,1,Yes
750,959,ARB/12/18,Valle Verde Sociedad Financiera S.L. ,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-07-25 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,7,25,No
751,960,ARB/12/17,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L.",Y,Kingdom of Spain ,Concluded,Y,2012-07-09 00:00:00,Y,Spain,ESP,pycountry,2012,7,9,No
752,961,ARB/12/16,"Novera AD, Novera Properties B.V. and Novera Properties N.V.",Y,Republic of Bulgaria,Concluded,Y,2012-07-03 00:00:00,Y,Bulgaria,BGR,pycountry,2012,7,3,No
754,963,ARB/12/15,Veolia Propreté,Y,Arab Republic of Egypt,Concluded,Y,2012-06-25 00:00:00,Y,Egypt,EGY,pycountry,2012,6,25,No
755,964,ARB/12/14 and 12/40,"Churchill Mining Plc and Planet Mining Pty Ltd, formerly ARB/12/14",Y,Republic of Indonesia,Concluded,Y,2012-06-22 00:00:00,Y,Indonesia,IDN,pycountry,2012,6,22,Yes
756,966,ARB(AF)/12/4,Telefónica S.A. ,Y,United Mexican States ,Concluded,Y,2012-06-21 00:00:00,Y,Mexico,MEX,pycountry,2012,6,21,No
757,967,ARB/12/13,Saint-Gobain Performance Plastics Europe,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-06-15 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,6,15,No
758,969,ARB/12/12,Vattenfall AB and others,Y,Federal Republic of Germany ,Concluded,Y,2012-05-31 00:00:00,Y,Germany,DEU,pycountry,2012,5,31,No
759,970,ARB/12/11,Ampal-American Israel Corporation and others,Y,Arab Republic of Egypt,Concluded,Y,2012-05-23 00:00:00,Y,Egypt,EGY,pycountry,2012,5,23,Yes
760,971,ARB(AF)/12/3,"Mercer International, Inc.",Y,Canada,Concluded,Y,2012-05-16 00:00:00,Y,Canada,CAN,pycountry,2012,5,16,No
761,973,CONC(AF)/12/1,"Hess Equatorial Guinea, Inc. and Tullow Equatorial Guinea Limited",Y,Republic of Equatorial Guinea,Pending,Y,2012-05-15 00:00:00,Y,Equatorial Guinea,GNQ,pycountry,2012,5,15,Yes
762,974,ARB/12/10,RSM Production Corporation,Y,Saint Lucia,Concluded,Y,2012-04-23 00:00:00,Y,Saint Lucia,LCA,pycountry,2012,4,23,Yes
763,977,ARB/12/9,Dan Cake (Portugal) S.A.,Y,Hungary ,Concluded,Y,2012-04-19 00:00:00,Y,Hungary,HUN,pycountry,2012,4,19,No
764,980,ARB/12/8,Société Industrielle des Boissons de Guinée,Y,Republic of Guinea,Concluded,Y,2012-04-05 00:00:00,Y,Guinea,GIN,pycountry,2012,4,5,No
765,981,ARB/12/7,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH",Y,Slovak Republic,Concluded,Y,2012-04-05 00:00:00,Y,Slovakia,SVK,pycountry,2012,4,5,Yes
766,982,ARB/12/6,Muhammet Ҫap & Bankrupt Sehil Inşaat Endustri ve Ticaret Ltd. Sti.,Y,Turkmenistan,Concluded,Y,2012-03-26 00:00:00,Y,Turkmenistan,TKM,pycountry,2012,3,26,No
767,983,ARB(AF)/12/2,Grupo Francisco Hernando Contreras,Y,Republic of Equatorial Guinea,Concluded,Y,2012-03-23 00:00:00,Y,Equatorial Guinea,GNQ,pycountry,2012,3,23,No
768,984,ARB(AF)/12/1,Apotex Holdings Inc. and Apotex Inc. ,Y,United States of America,Concluded,Y,2012-03-16 00:00:00,Y,United States,USA,pycountry,2012,3,16,No
769,985,ARB/12/5,Isolux Corsán Concesiones S.A.,Y,Republic of Peru,Concluded,Y,2012-02-15 00:00:00,Y,Peru,PER,pycountry,2012,2,15,No
770,986,ARB/12/4,Supervision y Control S.A.,Y,Republic of Costa Rica,Concluded,Y,2012-02-09 00:00:00,Y,Costa Rica,CRI,pycountry,2012,2,9,No
771,987,ARB/12/3,Accession Mezzanine Capital L.P. and Danubius Kereskedöház Vagyonkezelö Zrt.,Y,Hungary ,Concluded,Y,2012-01-18 00:00:00,Y,Hungary,HUN,pycountry,2012,1,18,No
772,988,ARB/12/2,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., and MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft.",Y,Hungary ,Concluded,Y,2012-01-18 00:00:00,Y,Hungary,HUN,pycountry,2012,1,18,No
773,989,ARB/11/33,Adel A Hamadi Al Tamimi,Y,Sultanate of Oman,Concluded,Y,2011-12-23 00:00:00,Y,Oman,OMN,pycountry,2011,12,23,Yes
774,990,ARB/11/32,Indorama International Finance Limited,Y,Arab Republic of Egypt,Concluded,Y,2011-12-02 00:00:00,Y,Egypt,EGY,pycountry,2011,12,2,No
775,991,ARB/11/31,"Gambrinus, Corp.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-12-02 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,12,2,No
776,993,ARB/11/30,Hortensia Margarita Shortt,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-11-21 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,11,21,No
777,994,ARB/11/29,Getma International and others,Y,Republic of Guinea,Concluded,Y,2011-11-03 00:00:00,Y,Guinea,GIN,pycountry,2011,11,3,No
778,996,ARB/11/28,Tulip Real Estate and Development Netherlands B.V. ,Y,Republic of Turkey,Concluded,Y,2011-10-28 00:00:00,Y,Turkey,,alias,2011,10,28,No
779,998,ARB/11/27,Baggerwerken Decloedt En Zoon NV,Y,Republic of the Philippines,Concluded,Y,2011-10-11 00:00:00,Y,Philippines,PHL,pycountry,2011,10,11,No
780,999,ARB(AF)/11/4,Mobile TeleSystems OJSC,Y,Turkmenistan,Concluded,Y,2011-10-05 00:00:00,Y,Turkmenistan,TKM,pycountry,2011,10,5,No
781,1000,ARB/11/26,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-09-30 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,9,30,No
782,1003,ARB/11/25,OI European Group B.V.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-09-26 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,9,26,No
783,1005,CONC/11/1,RSM Production Corporation,Y,Republic of Cameroon ,Concluded,Y,2011-09-19 00:00:00,Y,Cameroon,CMR,pycountry,2011,9,19,Yes
784,1006,ARB/11/24,Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A. ,Y,Republic of Albania,Concluded,Y,2011-09-12 00:00:00,Y,Albania,ALB,pycountry,2011,9,12,Yes
785,1008,ARB/11/23,Franck Charles Arif,Y,Republic of Moldova,Concluded,Y,2011-08-23 00:00:00,Y,"Moldova, Republic of",MDA,pycountry,2011,8,23,No
786,1009,ARB/11/22,Vigotop Limited,Y,Hungary ,Concluded,Y,2011-08-04 00:00:00,Y,Hungary,HUN,pycountry,2011,8,4,No
787,1010,ARB/11/21,"DP World Callao S.R.L., P&O Dover (Holding) Limited, and The Peninsular and Oriental Steam Navigation Company",Y,Republic of Peru,Concluded,Y,2011-07-22 00:00:00,Y,Peru,PER,pycountry,2011,7,22,No
788,1011,ARB/11/20,Garanti Koza LLP,Y,Turkmenistan,Concluded,Y,2011-07-20 00:00:00,Y,Turkmenistan,TKM,pycountry,2011,7,20,No
789,1012,ARB/11/19,Koch Minerals Sàrl and Koch Nitrogen International Sàrl,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-07-19 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,7,19,No
790,1015,ARB/11/18,Burimi SRL and Eagle Games SH.A,Y,Republic of Albania ,Concluded,Y,2011-07-12 00:00:00,Y,Albania,ALB,pycountry,2011,7,12,No
791,1016,ARB/11/17,Renée Rose Levy de Levi and Gremcitel S.A.,Y,Republic of Peru,Concluded,Y,2011-06-24 00:00:00,Y,Peru,PER,pycountry,2011,6,24,No
792,1017,ARB/11/16,"Hussain Sajwani, Damac Park Avenue for Real Estate Development S.A.E., and Damac Gamsha Bay for Development S.A.E.",Y,Arab Republic of Egypt,Concluded,Y,2011-06-20 00:00:00,Y,Egypt,EGY,pycountry,2011,6,20,No
793,1018,ARB/11/15,Ekran Berhad,Y,People's Republic of China,Concluded,Y,2011-05-24 00:00:00,Y,China,CHN,pycountry,2011,5,24,No
794,1019,ARB/11/14,"Diamond Fields Liberia, Inc.",Y,Republic of Liberia ,Concluded,Y,2011-05-20 00:00:00,Y,Liberia,LBR,pycountry,2011,5,20,Yes
795,1020,ARB/11/13,Rafat Ali Rizvi,Y,Republic of Indonesia,Concluded,Y,2011-05-19 00:00:00,Y,Indonesia,IDN,pycountry,2011,5,19,No
796,1022,ARB/11/12,Fraport AG Frankfurt Airport Services Worldwide,Y,Republic of the Philippines,Concluded,Y,2011-04-27 00:00:00,Y,Philippines,PHL,pycountry,2011,4,27,No
797,1023,ARB(AF)/11/3,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC",Y,Republic of Poland ,Concluded,Y,2011-04-26 00:00:00,Y,Poland,POL,pycountry,2011,4,26,No
798,1024,ARB/11/11,AHS Niger and Menzies Middle East and Africa S.A. ,Y,Republic of Niger,Concluded,Y,2011-04-26 00:00:00,Y,Niger,NER,embedded_pycountry,2011,4,26,No
799,1025,ARB/11/10,"The Williams Companies, International Holdings B.V., WilPro Energy Services (El Furrial) Limited and WilPro Energy Services (Pigap II) Limited",Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-04-20 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,4,20,Yes
800,1026,ARB/11/9,Caravelí Cotaruse Transmisora de Energía S.A.C.,Y,Republic of Peru ,Concluded,Y,2011-04-15 00:00:00,Y,Peru,PER,pycountry,2011,4,15,No
801,1027,ARB/11/8,Agility for Public Warehousing Company K.S.C.,Y,Islamic Republic of Pakistan,Concluded,Y,2011-03-28 00:00:00,Y,Pakistan,PAK,pycountry,2011,3,28,No
802,1028,ARB/11/7,National Gas S.A.E.,Y,Arab Republic of Egypt,Concluded,Y,2011-03-22 00:00:00,Y,Egypt,EGY,pycountry,2011,3,22,Yes
803,1029,ARB/11/6,Bawabet Al Kuwait Holding Company ,Y,Arab Republic of Egypt,Concluded,Y,2011-03-18 00:00:00,Y,Egypt,EGY,pycountry,2011,3,18,No
804,1030,ARB(AF)/11/2,Crystallex International Corporation,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-03-09 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,3,9,Yes
805,1031,ARB/11/5,Longreef Investments A.V.V.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-02-23 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,2,23,No
806,1033,ARB(AF)/11/1,Nova Scotia Power Incorporated,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-01-26 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,1,26,Yes
807,1034,ARB/11/4,Club Hotel Loutraki S.A. and Casinos Austria International Holding GMBH,Y,Republic of Serbia,Concluded,Y,2011-01-21 00:00:00,Y,Serbia,SRB,pycountry,2011,1,21,No
808,1035,ARB/11/3,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB,Y,Republic of Bulgaria,Concluded,Y,2011-01-20 00:00:00,Y,Bulgaria,BGR,pycountry,2011,1,20,No
809,1036,ARB/11/2,Türkiye Petrolleri Anonim Ortaklığı,Y,Republic of Kazakhstan ,Concluded,Y,2011-01-14 00:00:00,Y,Kazakhstan,KAZ,pycountry,2011,1,14,Yes
810,1037,ARB/11/1,Highbury International AVV and Ramstein Trading Inc.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2011-01-05 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2011,1,5,Yes
811,1039,ARB/10/25,"Border Timbers Limited, Timber Products International (Private) Limited, and Hangani Development Co. (Private) Limited",Y,Republic of Zimbabwe,Pending,Y,2010-12-20 00:00:00,Y,Zimbabwe,ZWE,pycountry,2010,12,20,No
812,1042,ARB/10/24,İçkale İnşaat Limited Şirketi,Y,Turkmenistan,Concluded,Y,2010-12-20 00:00:00,Y,Turkmenistan,TKM,pycountry,2010,12,20,No
813,1045,ARB/10/23,"TECO Guatemala Holdings, LLC",Y,Republic of Guatemala,Concluded,Y,2010-11-23 00:00:00,Y,Guatemala,GTM,pycountry,2010,11,23,No
814,1051,ARB/10/22,Ömer Dede and Serdar Elhüseyni,Y,Romania ,Concluded,Y,2010-11-19 00:00:00,Y,Romania,ROU,pycountry,2010,11,19,No
815,1052,ARB/10/21,"International Quantum Resources Limited, Frontier SPRL and Compagnie Minière de Sakania SPRL",Y,Democratic Republic of the Congo,Concluded,Y,2010-10-22 00:00:00,Y,Congo,COG,embedded_pycountry,2010,10,22,Yes
817,1055,ARB(AF)/10/1,David Minnotte and Robert Lewis,Y,Republic of Poland,Concluded,Y,2010-09-14 00:00:00,Y,Poland,POL,pycountry,2010,9,14,No
818,1057,ARB/10/19,Flughafen Zürich A.G. and Gestión e Ingeniería IDC S.A.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2010-08-09 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2010,8,9,No
819,1059,ARB/10/17,Renée Rose Levy de Levi,Y,Republic of Peru,Concluded,Y,2010-07-20 00:00:00,Y,Peru,PER,pycountry,2010,7,20,No
820,1061,ARB/10/16,AES Corporation and Tau Power B.V.,Y,Republic of Kazakhstan,Concluded,Y,2010-07-20 00:00:00,Y,Kazakhstan,KAZ,pycountry,2010,7,20,No
821,1062,ARB/10/15,Bernhard von Pezold and others,Y,Republic of Zimbabwe,Pending,Y,2010-07-08 00:00:00,Y,Zimbabwe,ZWE,pycountry,2010,7,8,No
822,1065,ARB/10/14,Opic Karimum Corporation,Y,Bolivarian Republic of Venezuela,Concluded,Y,2010-06-16 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2010,6,16,Yes
823,1066,ARB/10/13,"Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation",Y,Romania,Concluded,Y,2010-06-16 00:00:00,Y,Romania,ROU,pycountry,2010,6,16,No
824,1067,ARB/10/12,Standard Chartered Bank,Y,United Republic of Tanzania,Concluded,Y,2010-06-11 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2010,6,11,No
826,1070,ARB/10/10,Olyana Holdings LLC ,Y,Republic of Rwanda,Concluded,Y,2010-04-16 00:00:00,Y,Rwanda,RWA,embedded_pycountry,2010,4,16,No
827,1071,ARB/10/9,"Universal Compression International Holdings, S.L.U.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2010-04-12 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2010,4,12,Yes
828,1072,ARB/10/8,Pan American Energy LLC,Y,Plurinational State of Bolivia,Concluded,Y,2010-04-12 00:00:00,Y,"Bolivia, Plurinational State of",BOL,pycountry,2010,4,12,Yes
829,1073,ARB/10/7,"Philip Morris Brands Sàrl, Philip Morris Products S.A. and Abal Hermanos S.A.",Y,Oriental Republic of Uruguay,Concluded,Y,2010-03-26 00:00:00,Y,Uruguay,URY,embedded_pycountry,2010,3,26,No
830,1075,ARB/10/6,RSM Production Corporation and others ,Y,Grenada ,Concluded,Y,2010-03-16 00:00:00,Y,Grenada,GRD,pycountry,2010,3,16,Yes
831,1076,ARB/10/5,"Tidewater Investment SRL and Tidewater Caribe, C.A.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2010-03-05 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2010,3,5,No
832,1079,ARB/10/4,Antoine Abou Lahoud and Leila Bounafeh-Abou Lahoud,Y,Democratic Republic of the Congo,Concluded,Y,2010-03-04 00:00:00,Y,Congo,COG,embedded_pycountry,2010,3,4,No
833,1081,ARB/10/3,Metal-Tech Ltd.,Y,Republic of Uzbekistan,Concluded,Y,2010-02-04 00:00:00,Y,Uzbekistan,UZB,pycountry,2010,2,4,No
834,1082,ARB/10/2,Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A.,Y,Republic of Peru,Concluded,Y,2010-02-02 00:00:00,Y,Peru,PER,pycountry,2010,2,2,No
835,1083,ARB/10/1,Kılıç İnşaat İthalat İhracat Sanayi ve Ticaret Anonim Şirketi,Y,Turkmenistan,Concluded,Y,2010-01-19 00:00:00,Y,Turkmenistan,TKM,pycountry,2010,1,19,No
836,1086,ARB/09/23,Corporación Quiport S.A. and others,Y,Republic of Ecuador,Concluded,Y,2009-12-30 00:00:00,Y,Ecuador,ECU,pycountry,2009,12,30,No
837,1087,ARB/09/22,Itera International Energy LLC and Itera Group NV,Y,Georgia,Concluded,Y,2009-12-29 00:00:00,Y,Georgia,GEO,pycountry,2009,12,29,Yes
838,1088,ARB/09/21,"UAB ""ARVI"" ir ko and UAB ""SANITEX""",Y,Republic of Serbia,Concluded,Y,2009-12-18 00:00:00,Y,Serbia,SRB,pycountry,2009,12,18,No
839,1089,ARB(AF)/09/2,"Abengoa, S.A. y COFIDES, S.A.",Y,United Mexican States ,Concluded,Y,2009-12-11 00:00:00,Y,Mexico,MEX,pycountry,2009,12,11,No
840,1090,ARB/09/20,Reinhard Hans Unglaube,Y,Republic of Costa Rica,Concluded,Y,2009-11-11 00:00:00,Y,Costa Rica,CRI,pycountry,2009,11,11,No
841,1091,ARB(AF)/09/1,Gold Reserve Inc.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2009-11-09 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2009,11,9,Yes
842,1093,ARB/09/19,Carnegie Minerals (Gambia) Limited,Y,Republic of The Gambia,Concluded,Y,2009-10-23 00:00:00,Y,Gambia,GMB,pycountry,2009,10,23,Yes
843,1095,ARB/09/18,Cambodia Power Company,Y,Kingdom of Cambodia ,Concluded,Y,2009-09-16 00:00:00,Y,Cambodia,KHM,pycountry,2009,9,16,No
844,1096,ARB/09/17,"Commerce Group Corp. and San Sebastian Gold Mines, Inc.",Y,Republic of El Salvador,Concluded,Y,2009-08-21 00:00:00,Y,El Salvador,SLV,pycountry,2009,8,21,Yes
845,1098,ARB/09/16,Swisslion DOO Skopje,Y,"Macedonia, former Yugoslav Republic of",Concluded,Y,2009-08-21 00:00:00,Y,North Macedonia,MKD,alias,2009,8,21,No
846,1099,ARB/09/15,"H&H Enterprises Investments, Inc.",Y,Arab Republic of Egypt,Concluded,Y,2009-08-11 00:00:00,Y,Egypt,EGY,pycountry,2009,8,11,No
847,1101,ARB/09/14,"Mærsk Olie, Algeriet A/S ",Y,People's Democratic Republic of Algeria,Concluded,Y,2009-07-29 00:00:00,Y,Algeria,DZA,pycountry,2009,7,29,Yes
848,1102,ARB/09/13,International Company for Railway Systems (ICRS),Y,Hashemite Kingdom of Jordan,Concluded,Y,2009-07-16 00:00:00,Y,Jordan,JOR,pycountry,2009,7,16,No
849,1103,ARB/09/12,Pac Rim Cayman LLC,Y,Republic of El Salvador ,Concluded,Y,2009-06-15 00:00:00,Y,El Salvador,SLV,pycountry,2009,6,15,Yes
850,1105,ARB/09/11,"Global Trading Resource Corp. and Globex International, Inc.",Y,Ukraine,Concluded,Y,2009-06-11 00:00:00,Y,Ukraine,UKR,pycountry,2009,6,11,No
851,1106,ARB/09/10,EVN AG,Y,"Macedonia, former Yugoslav Republic of",Concluded,Y,2009-06-03 00:00:00,Y,North Macedonia,MKD,alias,2009,6,3,No
852,1107,ARB/09/9,Adem Dogan,Y,Turkmenistan,Concluded,Y,2009-05-22 00:00:00,Y,Turkmenistan,TKM,pycountry,2009,5,22,No
853,1109,ARB/09/8,KT Asia Investment Group B.V.,Y,Republic of Kazakhstan,Concluded,Y,2009-05-20 00:00:00,Y,Kazakhstan,KAZ,pycountry,2009,5,20,No
854,1111,ARB/09/7,MTN (Dubai) Limited and MTN Yemen for Mobile Telephones,Y,Republic of Yemen,Concluded,Y,2009-05-01 00:00:00,Y,Yemen,YEM,pycountry,2009,5,1,No
855,1112,ARB/09/6,"Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG",Y,Federal Republic of Germany ,Concluded,Y,2009-04-17 00:00:00,Y,Germany,DEU,pycountry,2009,4,17,No
856,1113,ARB/09/5,"Iberdrola Energía, S.A.",Y,Republic of Guatemala ,Concluded,Y,2009-04-17 00:00:00,Y,Guatemala,GTM,pycountry,2009,4,17,No
857,1115,ARB/09/4,"Elsamex, S.A.",Y,Republic of Honduras,Concluded,Y,2009-04-15 00:00:00,Y,Honduras,HND,pycountry,2009,4,15,No
858,1117,ARB/09/3,"Holcim Limited, Holderfin B.V. and Caricement B.V.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2009-04-10 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2009,4,10,No
859,1118,ARB/09/2,Deutsche Bank AG,Y,Democratic Socialist Republic of Sri Lanka,Concluded,Y,2009-03-24 00:00:00,Y,Sri Lanka,LKA,pycountry,2009,3,24,No
860,1120,ARB/09/1,"Teinver S.A., Transportes de Cercanías S.A. and Autobuses Urbanos del Sur S.A.",Y,Argentine Republic,Concluded,Y,2009-01-30 00:00:00,Y,Argentina,ARG,pycountry,2009,1,30,No
861,1122,ARB/08/20,Millicom International Operations B.V. and Sentel GSM S.A.,Y,Republic of Senegal,Concluded,Y,2008-12-31 00:00:00,Y,Senegal,SEN,pycountry,2008,12,31,No
862,1123,ARB/08/19,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company,Y,Georgia,Concluded,Y,2008-12-31 00:00:00,Y,Georgia,GEO,pycountry,2008,12,31,No
863,1125,ARB/08/18,Malicorp Limited,Y,Arab Republic of Egypt,Concluded,Y,2008-12-16 00:00:00,Y,Egypt,EGY,pycountry,2008,12,16,No
864,1127,ARB/08/17,Participaciones Inversiones Portuarias SARL,Y,Gabonese Republic,Concluded,Y,2008-12-16 00:00:00,Y,Gabon,GAB,alias,2008,12,16,No
865,1128,ARB/08/16,GEA Group Aktiengesellschaft,Y,Ukraine,Concluded,Y,2008-11-21 00:00:00,Y,Ukraine,UKR,pycountry,2008,11,21,No
866,1129,ARB/08/15,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2008-10-30 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2008,10,30,No
867,1130,ARB/08/14,Impregilo S.p.A.,Y,Argentine Republic,Concluded,Y,2008-10-15 00:00:00,Y,Argentina,ARG,pycountry,2008,10,15,No
868,1131,ARB/08/13,Alapli Elektrik B.V.,Y,Republic of Turkey,Concluded,Y,2008-08-27 00:00:00,Y,Turkey,,alias,2008,8,27,No
869,1133,ARB/08/12,Caratube International Oil Company LLP,Y,Republic of Kazakhstan,Concluded,Y,2008-08-26 00:00:00,Y,Kazakhstan,KAZ,pycountry,2008,8,26,Yes
870,1135,ARB/08/11,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise",Y,Ukraine,Concluded,Y,2008-08-21 00:00:00,Y,Ukraine,UKR,pycountry,2008,8,21,No
872,1137,ARB/08/9,Ambiente Ufficio S.p.A. and others,Y,Argentine Republic,Concluded,Y,2008-07-28 00:00:00,Y,Argentina,ARG,pycountry,2008,7,28,No
873,1138,ARB/08/8,Inmaris Perestroika Sailing Maritime Services GmbH and others,Y,Ukraine,Concluded,Y,2008-06-16 00:00:00,Y,Ukraine,UKR,pycountry,2008,6,16,No
874,1139,ARB/08/7,Itera International Energy LLC and Itera Group NV,Y,Georgia,Concluded,Y,2008-06-05 00:00:00,Y,Georgia,GEO,pycountry,2008,6,5,Yes
875,1140,ARB/08/6,Perenco Ecuador Limited,Y,Republic of Ecuador ,Concluded,Y,2008-06-04 00:00:00,Y,Ecuador,ECU,pycountry,2008,6,4,Yes
876,1142,ARB/08/5,"Burlington Resources, Inc.",Y,Republic of Ecuador ,Concluded,Y,2008-06-02 00:00:00,Y,Ecuador,ECU,pycountry,2008,6,2,Yes
877,1144,ARB/08/4,Murphy Exploration and Production Company International,Y,Republic of Ecuador,Concluded,Y,2008-04-15 00:00:00,Y,Ecuador,ECU,pycountry,2008,4,15,Yes
878,1145,ARB/08/3,"Brandes Investment Partners, LP",Y,Bolivarian Republic of Venezuela,Concluded,Y,2008-03-24 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2008,3,24,No
879,1146,ARB(AF)/08/1,Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc.,Y,Republic of Costa Rica,Concluded,Y,2008-03-21 00:00:00,Y,Costa Rica,CRI,pycountry,2008,3,21,No
880,1147,ARB/08/2,"ATA Construction, Industrial and Trading Company",Y,Hashemite Kingdom of Jordan,Concluded,Y,2008-02-28 00:00:00,Y,Jordan,JOR,pycountry,2008,2,28,No
881,1150,ARB/08/1,Marion Unglaube,Y,Republic of Costa Rica,Concluded,Y,2008-01-25 00:00:00,Y,Costa Rica,CRI,pycountry,2008,1,25,No
882,1151,ARB(AF)/07/4,Mobil Investments Canada Inc. and Murphy Oil Corporation,Y,Canada,Concluded,Y,2007-12-19 00:00:00,Y,Canada,CAN,pycountry,2007,12,19,Yes
883,1152,ARB/07/32,Astaldi S.p.A.,Y,Republic of Honduras,Concluded,Y,2007-12-19 00:00:00,Y,Honduras,HND,pycountry,2007,12,19,No
884,1154,ARB/07/31,HOCHTIEF Aktiengesellschaft,Y,Argentine Republic,Concluded,Y,2007-12-18 00:00:00,Y,Argentina,ARG,pycountry,2007,12,18,No
885,1156,ARB/07/30,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2007-12-13 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2007,12,13,Yes
886,1159,ARB/07/29,SGS Société Générale de Surveillance S.A.,Y,Republic of Paraguay,Concluded,Y,2007-11-19 00:00:00,Y,Paraguay,PRY,pycountry,2007,11,19,No
